# This file is generated by MACS version 2.1.0.20140616
# Command line: callpeak -t ../BAM/H3K4me3_WT_1.bam -c ../BAM/Input_WT_1.bam -f BAM --gsize 12156677 --name H3K4me3_WT_1 -q 0.01 --nomodel
# ARGUMENTS LIST:
# name = H3K4me3_WT_1
# format = BAM
# ChIP-seq file = ['../BAM/H3K4me3_WT_1.bam']
# control file = ['../BAM/Input_WT_1.bam']
# effective genome size = 1.22e+07
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 1.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 51 bps
# total tags in treatment: 5774180
# tags after filtering in treatment: 4073992
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.29
# total tags in control: 5875629
# tags after filtering in control: 5077659
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.14
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chrVII	1031695	1032331	637	1032037	209.00	36.31572	2.74798	35.33574	H3K4me3_WT_1_peak_1803
chrVII	1038276	1038560	285	1038434	156.00	19.81719	2.28473	19.05402	H3K4me3_WT_1_peak_1804
chrVII	1042620	1043670	1051	1043369	274.00	79.77752	4.04265	77.55057	H3K4me3_WT_1_peak_1805
chrVII	1045015	1045613	599	1045324	219.00	45.11092	3.07238	43.97805	H3K4me3_WT_1_peak_1806
chrVII	1045929	1047264	1336	1046347	251.00	63.37862	3.58352	61.79771	H3K4me3_WT_1_peak_1807
chrVII	1049103	1050125	1023	1049745	284.00	85.99909	4.18965	83.43432	H3K4me3_WT_1_peak_1808
chrVII	1051213	1051818	606	1051533	233.00	53.87945	3.34281	52.55539	H3K4me3_WT_1_peak_1809
chrVII	1052567	1053248	682	1053060	176.00	26.27836	2.49988	25.43782	H3K4me3_WT_1_peak_1810
chrVII	1057855	1058852	998	1058545	329.00	106.13038	4.45870	102.10773	H3K4me3_WT_1_peak_1811
chrVII	1059557	1060591	1035	1059964	231.00	49.93398	3.18291	48.70073	H3K4me3_WT_1_peak_1812
chrVII	1061056	1061692	637	1061439	265.00	67.94429	3.63337	66.20895	H3K4me3_WT_1_peak_1813
chrVII	1062344	1063258	915	1062993	306.00	97.36268	4.39270	94.05099	H3K4me3_WT_1_peak_1814
chrVII	1064406	1065049	644	1064727	177.00	27.58007	2.56102	26.72311	H3K4me3_WT_1_peak_1815
chrVII	1070272	1070543	272	1070389	134.00	11.64527	1.91537	10.97659	H3K4me3_WT_1_peak_1816
chrVII	1082392	1082788	397	1082662	159.00	21.35181	2.35208	20.57081	H3K4me3_WT_1_peak_1817
chrVIII	6462	6820	359	6505	108.00	5.80883	1.60236	5.21140	H3K4me3_WT_1_peak_1818
chrVIII	10326	11036	711	10596	195.00	31.75344	2.63676	30.84102	H3K4me3_WT_1_peak_1819
chrVIII	15399	16294	896	15798	215.00	36.75367	2.72356	35.76681	H3K4me3_WT_1_peak_1820
chrVIII	20565	21265	701	20822	185.00	25.69422	2.40864	24.86119	H3K4me3_WT_1_peak_1821
chrVIII	21628	22248	621	21857	231.00	51.40345	3.24944	50.13708	H3K4me3_WT_1_peak_1822
chrVIII	25052	25622	571	25434	222.00	46.00665	3.08661	44.85557	H3K4me3_WT_1_peak_1823
chrVIII	26094	26569	476	26364	205.00	38.77483	2.89634	37.75581	H3K4me3_WT_1_peak_1824
chrVIII	32169	32872	704	32574	223.00	40.75108	2.84168	39.69863	H3K4me3_WT_1_peak_1825
chrVIII	33561	34263	703	34042	294.00	85.93362	4.06513	83.37768	H3K4me3_WT_1_peak_1826
chrVIII	35319	36129	811	35861	270.00	75.30019	3.89459	73.27892	H3K4me3_WT_1_peak_1827
chrVIII	38133	38495	363	38314	147.00	16.36335	2.13877	15.63982	H3K4me3_WT_1_peak_1828
chrVIII	38945	39767	823	39353	292.00	76.74229	3.71702	74.65746	H3K4me3_WT_1_peak_1829
chrVIII	39974	40530	557	40187	233.00	55.75097	3.42928	54.38149	H3K4me3_WT_1_peak_1830
chrVIII	47207	48077	871	47829	310.00	102.87286	4.57186	99.09055	H3K4me3_WT_1_peak_1831
chrVIII	48579	49645	1067	48889	240.00	58.52627	3.48273	57.08480	H3K4me3_WT_1_peak_1832
chrVIII	50933	51718	786	51264	266.00	73.02174	3.84153	71.09302	H3K4me3_WT_1_peak_1833
chrVIII	53711	54337	627	54136	208.00	31.77120	2.54766	30.85847	H3K4me3_WT_1_peak_1834
chrVIII	54706	55403	698	55064	277.00	70.07794	3.60001	68.26477	H3K4me3_WT_1_peak_1835
chrVIII	62100	62648	549	62317	231.00	45.53746	2.98818	44.39601	H3K4me3_WT_1_peak_1836
chrVIII	65395	66047	653	65760	210.00	36.13985	2.73238	35.16291	H3K4me3_WT_1_peak_1837
chrVIII	66710	67805	1096	67417	315.00	94.51484	4.16832	91.41737	H3K4me3_WT_1_peak_1838
chrVIII	68988	70648	1661	69853	314.00	83.65625	3.76611	81.22618	H3K4me3_WT_1_peak_1839
chrVIII	74761	75041	281	74949	150.00	13.71208	1.96520	13.01926	H3K4me3_WT_1_peak_1840
chrVIII	75275	76050	776	75580	336.00	89.59780	3.77561	86.82307	H3K4me3_WT_1_peak_1841
chrVIII	76705	77329	625	77014	238.00	47.16107	3.00142	45.98631	H3K4me3_WT_1_peak_1842
chrVIII	77762	78435	674	78182	215.00	26.45543	2.27672	25.61282	H3K4me3_WT_1_peak_1843
chrVIII	81032	81805	774	81522	292.00	66.06214	3.31243	64.39390	H3K4me3_WT_1_peak_1844
chrVIII	83386	83800	415	83564	159.00	13.17567	1.89477	12.48913	H3K4me3_WT_1_peak_1845
chrVIII	84641	85236	596	84939	244.00	55.56121	3.31025	54.19657	H3K4me3_WT_1_peak_1846
chrVIII	94103	94765	663	94440	288.00	77.34873	3.78175	75.23560	H3K4me3_WT_1_peak_1847
chrVIII	97195	98164	970	97834	312.00	92.68497	4.13050	89.71643	H3K4me3_WT_1_peak_1848
chrVIII	98651	99809	1159	99273	277.00	68.25602	3.52673	66.51117	H3K4me3_WT_1_peak_1849
chrVIII	101502	102133	632	101849	305.00	80.38381	3.73007	78.12823	H3K4me3_WT_1_peak_1850
chrVIII	102481	103148	668	102740	245.00	54.78170	3.26709	53.43679	H3K4me3_WT_1_peak_1851
chrVIII	104151	104954	804	104411	288.00	86.20656	4.14849	83.63172	H3K4me3_WT_1_peak_1852
chrVIII	105977	106574	598	106149	220.00	46.70771	3.13768	45.54254	H3K4me3_WT_1_peak_1853
chrVIII	107764	108134	371	107945	169.00	16.76819	2.04427	16.03999	H3K4me3_WT_1_peak_1854
chrVIII	108591	109228	638	108844	216.00	40.15561	2.86971	39.11346	H3K4me3_WT_1_peak_1855
chrVIII	110740	111397	658	111117	267.00	53.37531	3.02980	52.06342	H3K4me3_WT_1_peak_1856
chrVIII	112577	113280	704	112928	246.00	45.84930	2.88665	44.70226	H3K4me3_WT_1_peak_1857
chrVIII	114284	115027	744	114829	256.00	51.32577	3.03195	50.06215	H3K4me3_WT_1_peak_1858
chrVIII	115526	116039	514	115798	286.00	75.32611	3.72120	73.30443	H3K4me3_WT_1_peak_1859
chrVIII	117708	118420	713	117924	301.00	81.99454	3.83119	79.65609	H3K4me3_WT_1_peak_1860
chrVIII	120990	121778	789	121457	248.00	58.36250	3.39372	56.92502	H3K4me3_WT_1_peak_1861
chrVIII	122924	123767	844	123390	288.00	79.94692	3.88704	77.71236	H3K4me3_WT_1_peak_1862
chrVIII	125189	126000	812	125535	265.00	66.84858	3.58698	65.15219	H3K4me3_WT_1_peak_1863
chrVIII	126382	127559	1178	126657	294.00	68.79699	3.39666	67.03218	H3K4me3_WT_1_peak_1864
chrVIII	127673	128275	603	128041	183.00	22.09582	2.24292	21.30627	H3K4me3_WT_1_peak_1865
chrVIII	128820	130144	1325	129594	259.00	53.83822	3.10854	52.51591	H3K4me3_WT_1_peak_1866
chrVIII	130870	131519	650	131306	272.00	67.82403	3.55744	66.09272	H3K4me3_WT_1_peak_1867
chrVIII	137875	139220	1346	138862	240.00	49.30264	3.07613	48.08383	H3K4me3_WT_1_peak_1868
chrVIII	140803	141576	774	141296	276.00	74.64326	3.79861	72.64999	H3K4me3_WT_1_peak_1869
chrVIII	142815	144719	1905	143365	315.00	94.11092	4.15250	91.04514	H3K4me3_WT_1_peak_1870
chrVIII	146856	147666	811	147278	159.00	15.23967	2.00932	14.52937	H3K4me3_WT_1_peak_1871
chrVIII	147827	148766	940	148460	300.00	81.60561	3.82629	79.28789	H3K4me3_WT_1_peak_1872
chrVIII	151507	152176	670	151831	265.00	61.71801	3.37449	60.18691	H3K4me3_WT_1_peak_1873
chrVIII	158575	160228	1654	159027	313.00	99.09293	4.37533	95.63274	H3K4me3_WT_1_peak_1874
chrVIII	160612	161321	710	160840	291.00	84.09134	4.02379	81.64054	H3K4me3_WT_1_peak_1875
chrVIII	164064	165435	1372	164631	301.00	82.80321	3.86264	80.42195	H3K4me3_WT_1_peak_1876
chrVIII	166901	167542	642	167354	257.00	59.12994	3.34102	57.67177	H3K4me3_WT_1_peak_1877
chrVIII	167946	168490	545	168344	161.00	19.20989	2.21864	18.45346	H3K4me3_WT_1_peak_1878
chrVIII	169876	170506	631	170234	223.00	39.33072	2.77944	38.30265	H3K4me3_WT_1_peak_1879
chrVIII	172384	173008	625	172698	165.00	23.14128	2.41007	22.33935	H3K4me3_WT_1_peak_1880
chrVIII	173147	173773	627	173405	275.00	72.72375	3.72909	70.80591	H3K4me3_WT_1_peak_1881
chrVIII	177551	178514	964	177766	192.00	34.86396	2.81519	33.90629	H3K4me3_WT_1_peak_1882
chrVIII	180150	180953	804	180516	267.00	64.87578	3.48500	63.24745	H3K4me3_WT_1_peak_1883
chrVIII	181855	182544	690	182051	254.00	61.35898	3.46413	59.83927	H3K4me3_WT_1_peak_1884
chrVIII	183955	184602	648	184200	229.00	39.63386	2.74986	38.60051	H3K4me3_WT_1_peak_1885
chrVIII	186200	186941	742	186644	298.00	81.22949	3.83214	78.92989	H3K4me3_WT_1_peak_1886
chrVIII	187081	188297	1217	187434	307.00	75.90539	3.54634	73.85945	H3K4me3_WT_1_peak_1887
chrVIII	189335	189692	358	189569	126.00	10.33735	1.86697	9.68375	H3K4me3_WT_1_peak_1888
chrVIII	190395	191268	874	190633	290.00	89.73177	4.27468	86.95042	H3K4me3_WT_1_peak_1889
chrVIII	193237	193601	365	193426	159.00	21.35181	2.35208	20.57081	H3K4me3_WT_1_peak_1890
chrVIII	195331	195945	615	195559	226.00	43.64314	2.94570	42.53841	H3K4me3_WT_1_peak_1891
chrVIII	197680	198462	783	198179	232.00	41.62286	2.81271	40.55481	H3K4me3_WT_1_peak_1892
chrVIII	203839	204301	463	204096	167.00	21.27766	2.29476	20.49757	H3K4me3_WT_1_peak_1893
chrVIII	206386	207294	909	206719	245.00	47.01254	2.94115	45.84088	H3K4me3_WT_1_peak_1894
chrVIII	207438	207961	524	207617	225.00	47.20489	3.11430	46.02943	H3K4me3_WT_1_peak_1895
chrVIII	209457	210146	690	209783	271.00	63.07183	3.37503	61.50084	H3K4me3_WT_1_peak_1896
chrVIII	210725	211452	728	210946	253.00	46.70484	2.87153	45.53971	H3K4me3_WT_1_peak_1897
chrVIII	217263	218051	789	217619	292.00	84.92020	4.04652	82.41858	H3K4me3_WT_1_peak_1898
chrVIII	218499	218891	393	218734	151.00	18.38978	2.23448	17.64270	H3K4me3_WT_1_peak_1899
chrVIII	219290	221190	1901	220173	302.00	74.03151	3.52130	72.06370	H3K4me3_WT_1_peak_1900
chrVIII	221723	222663	941	222338	256.00	59.43427	3.36301	57.96721	H3K4me3_WT_1_peak_1901
chrVIII	223160	223834	675	223596	243.00	53.26546	3.21994	51.95713	H3K4me3_WT_1_peak_1902
chrVIII	224644	225275	632	225031	234.00	48.10518	3.07513	46.91135	H3K4me3_WT_1_peak_1903
chrVIII	226508	227242	735	227009	292.00	76.54957	3.70947	74.47610	H3K4me3_WT_1_peak_1904
chrVIII	228488	229114	627	228787	245.00	57.68548	3.39366	56.26534	H3K4me3_WT_1_peak_1905
chrVIII	229212	229771	560	229410	242.00	54.50996	3.28322	53.17103	H3K4me3_WT_1_peak_1906
chrVIII	230862	232720	1859	231230	250.00	59.27025	3.41352	57.80890	H3K4me3_WT_1_peak_1907
chrVIII	234109	235466	1358	234513	284.00	75.99899	3.76898	73.94859	H3K4me3_WT_1_peak_1908
chrVIII	237016	237428	413	237170	142.00	10.32689	1.79583	9.67359	H3K4me3_WT_1_peak_1909
chrVIII	238422	239799	1378	239218	273.00	71.37729	3.69406	69.51376	H3K4me3_WT_1_peak_1910
chrVIII	241546	243138	1593	242682	278.00	63.95190	3.34855	62.35289	H3K4me3_WT_1_peak_1911
chrVIII	246052	246732	681	246294	271.00	66.22602	3.50194	64.55140	H3K4me3_WT_1_peak_1912
chrVIII	250477	251613	1137	251213	270.00	67.48972	3.56342	65.77161	H3K4me3_WT_1_peak_1913
chrVIII	255293	255870	578	255557	210.00	36.38814	2.74379	35.40721	H3K4me3_WT_1_peak_1914
chrVIII	256082	256984	903	256437	236.00	51.39906	3.20216	50.13279	H3K4me3_WT_1_peak_1915
chrVIII	261173	261864	692	261540	236.00	45.49680	2.94661	44.35579	H3K4me3_WT_1_peak_1916
chrVIII	266414	267070	657	266773	176.00	25.22173	2.44448	24.39452	H3K4me3_WT_1_peak_1917
chrVIII	267444	267977	534	267612	226.00	48.16469	3.14897	46.96907	H3K4me3_WT_1_peak_1918
chrVIII	271699	273380	1682	272871	251.00	60.38507	3.45198	58.89304	H3K4me3_WT_1_peak_1919
chrVIII	273802	274481	680	274159	278.00	60.38932	3.21243	58.89718	H3K4me3_WT_1_peak_1920
chrVIII	276701	277249	549	276872	231.00	38.07632	2.67127	37.06886	H3K4me3_WT_1_peak_1921
chrVIII	277872	278494	623	278218	261.00	57.96103	3.25744	56.53444	H3K4me3_WT_1_peak_1922
chrVIII	280577	281310	734	280981	224.00	37.54559	2.69525	36.54662	H3K4me3_WT_1_peak_1923
chrVIII	281411	281908	498	281663	219.00	36.92829	2.70290	35.93892	H3K4me3_WT_1_peak_1924
chrVIII	282750	283445	696	283180	294.00	81.41393	3.88145	79.10553	H3K4me3_WT_1_peak_1925
chrVIII	284054	284689	636	284340	267.00	66.05368	3.53366	64.38562	H3K4me3_WT_1_peak_1926
chrVIII	286191	286855	665	286550	254.00	53.59629	3.13909	52.27977	H3K4me3_WT_1_peak_1927
chrVIII	292138	292699	562	292438	172.00	23.15861	2.36306	22.35649	H3K4me3_WT_1_peak_1928
chrVIII	297858	298696	839	298311	249.00	42.33161	2.72735	41.25130	H3K4me3_WT_1_peak_1929
chrVIII	301316	302100	785	301840	315.00	96.81972	4.25938	93.55821	H3K4me3_WT_1_peak_1930
chrVIII	302588	303237	650	302813	267.00	57.10787	3.17374	55.70297	H3K4me3_WT_1_peak_1931
chrVIII	314162	314674	513	314355	168.00	20.72547	2.25891	19.95176	H3K4me3_WT_1_peak_1932
chrVIII	315178	315382	205	315235	123.00	5.44670	1.52646	4.85431	H3K4me3_WT_1_peak_1933
chrVIII	316233	316907	675	316530	272.00	55.09880	3.05858	53.74569	H3K4me3_WT_1_peak_1934
chrVIII	320090	320848	759	320439	265.00	64.13120	3.47349	62.52681	H3K4me3_WT_1_peak_1935
chrVIII	323249	323868	620	323528	245.00	49.85878	3.05851	48.62734	H3K4me3_WT_1_peak_1936
chrVIII	324588	325331	744	324802	245.00	53.66356	3.21907	52.34507	H3K4me3_WT_1_peak_1937
chrVIII	327365	328981	1617	328486	313.00	83.07465	3.75415	80.67735	H3K4me3_WT_1_peak_1938
chrVIII	330212	330689	478	330407	207.00	36.42345	2.76832	35.44185	H3K4me3_WT_1_peak_1939
chrVIII	332222	333527	1306	333182	261.00	65.68655	3.57873	64.02982	H3K4me3_WT_1_peak_1940
chrVIII	335053	335809	757	335506	220.00	40.68398	2.86188	39.63271	H3K4me3_WT_1_peak_1941
chrVIII	336219	336868	650	336477	255.00	62.17207	3.48913	60.62735	H3K4me3_WT_1_peak_1942
chrVIII	337953	338570	618	338291	216.00	26.82084	2.28726	25.97369	H3K4me3_WT_1_peak_1943
chrVIII	340754	342998	2245	341238	290.00	87.89091	4.19556	85.22066	H3K4me3_WT_1_peak_1944
chrVIII	345004	346589	1586	345489	268.00	65.96123	3.52004	64.29629	H3K4me3_WT_1_peak_1945
chrVIII	349517	350188	672	349834	241.00	47.90228	3.00878	46.71241	H3K4me3_WT_1_peak_1946
chrVIII	352604	353336	733	352962	291.00	75.40190	3.67441	73.37805	H3K4me3_WT_1_peak_1947
chrVIII	353509	354212	704	353842	231.00	44.22456	2.93123	43.10883	H3K4me3_WT_1_peak_1948
chrVIII	354294	355372	1079	354946	223.00	45.08872	3.03572	43.95626	H3K4me3_WT_1_peak_1949
chrVIII	357486	358153	668	357828	205.00	33.94371	2.66763	32.99974	H3K4me3_WT_1_peak_1950
chrVIII	360805	361398	594	361062	245.00	57.85627	3.40119	56.43230	H3K4me3_WT_1_peak_1951
chrVIII	361978	362695	718	362249	264.00	69.04018	3.69090	67.26585	H3K4me3_WT_1_peak_1952
chrVIII	363798	364558	761	364134	255.00	58.07115	3.31512	56.64192	H3K4me3_WT_1_peak_1953
chrVIII	367343	368262	920	367740	264.00	68.98276	3.68843	67.20983	H3K4me3_WT_1_peak_1954
chrVIII	369260	370459	1200	369695	283.00	71.79481	3.61019	69.91415	H3K4me3_WT_1_peak_1955
chrVIII	371063	372329	1267	371503	265.00	62.56852	3.40919	61.01261	H3K4me3_WT_1_peak_1956
chrVIII	373668	374539	872	374185	297.00	90.00733	4.19838	87.20796	H3K4me3_WT_1_peak_1957
chrVIII	381922	382856	935	382694	235.00	53.44764	3.30323	52.13418	H3K4me3_WT_1_peak_1958
chrVIII	383380	384744	1365	383721	213.00	43.44215	3.04871	42.34156	H3K4me3_WT_1_peak_1959
chrVIII	387115	387559	445	387306	251.00	61.03483	3.48028	59.52381	H3K4me3_WT_1_peak_1960
chrVIII	388197	388790	594	388566	178.00	27.65033	2.55711	26.79255	H3K4me3_WT_1_peak_1961
chrVIII	390200	390864	665	390418	250.00	53.10406	3.15212	51.79911	H3K4me3_WT_1_peak_1962
chrVIII	392733	394013	1281	393646	249.00	52.59919	3.13956	51.30598	H3K4me3_WT_1_peak_1963
chrVIII	396054	396764	711	396458	190.00	29.63432	2.56950	28.75027	H3K4me3_WT_1_peak_1964
chrVIII	397128	397679	552	397330	230.00	50.74145	3.22890	49.49030	H3K4me3_WT_1_peak_1965
chrVIII	400331	401027	697	400785	215.00	41.86826	2.95689	40.79645	H3K4me3_WT_1_peak_1966
chrVIII	401267	401906	640	401563	250.00	57.57788	3.34061	56.16177	H3K4me3_WT_1_peak_1967
chrVIII	402980	403277	298	403076	138.00	10.13932	1.80001	9.48804	H3K4me3_WT_1_peak_1968
chrVIII	406930	407643	714	407227	258.00	50.44002	2.98215	49.19558	H3K4me3_WT_1_peak_1969
chrVIII	411773	412576	804	412197	149.00	9.88800	1.74322	9.23971	H3K4me3_WT_1_peak_1970
chrVIII	416691	418169	1479	417031	263.00	60.65079	3.34912	59.15080	H3K4me3_WT_1_peak_1971
chrVIII	421535	422482	948	421825	213.00	43.36906	3.04523	42.26981	H3K4me3_WT_1_peak_1972
chrVIII	422830	424363	1534	423981	273.00	75.02273	3.84807	73.01275	H3K4me3_WT_1_peak_1973
chrVIII	428693	429348	656	428995	255.00	56.12895	3.23446	54.74962	H3K4me3_WT_1_peak_1974
chrVIII	436521	437109	589	436904	276.00	73.44007	3.74829	71.49554	H3K4me3_WT_1_peak_1975
chrVIII	438657	440092	1436	438974	293.00	74.65771	3.62635	72.66304	H3K4me3_WT_1_peak_1976
chrVIII	440263	440902	640	440574	254.00	60.16126	3.41280	58.67501	H3K4me3_WT_1_peak_1977
chrVIII	442074	442686	613	442353	260.00	48.63150	2.89809	47.42592	H3K4me3_WT_1_peak_1978
chrVIII	443688	444293	606	443927	278.00	68.81110	3.53941	67.04575	H3K4me3_WT_1_peak_1979
chrVIII	448178	448678	501	448362	217.00	36.77914	2.71039	35.79183	H3K4me3_WT_1_peak_1980
chrVIII	451276	451899	624	451573	209.00	40.85367	2.96127	39.79956	H3K4me3_WT_1_peak_1981
chrVIII	452845	453360	516	453088	223.00	44.88585	3.02651	43.75746	H3K4me3_WT_1_peak_1982
chrVIII	458194	458554	361	458383	175.00	23.62038	2.36771	22.81282	H3K4me3_WT_1_peak_1983
chrVIII	459223	459732	510	459506	191.00	31.44306	2.65164	30.53479	H3K4me3_WT_1_peak_1984
chrVIII	462309	463254	946	462594	265.00	69.67340	3.70731	67.87503	H3K4me3_WT_1_peak_1985
chrVIII	464396	464835	440	464636	155.00	16.30510	2.08963	15.58219	H3K4me3_WT_1_peak_1986
chrVIII	464946	465604	659	465386	137.00	10.16589	1.80582	9.51428	H3K4me3_WT_1_peak_1987
chrVIII	467151	467794	644	467361	224.00	39.27506	2.76979	38.24794	H3K4me3_WT_1_peak_1988
chrVIII	468139	468654	516	468329	203.00	32.84585	2.63080	31.91831	H3K4me3_WT_1_peak_1989
chrVIII	470928	471842	915	471306	234.00	54.21114	3.34789	52.87977	H3K4me3_WT_1_peak_1990
chrVIII	480209	481531	1323	481094	244.00	55.06984	3.28885	53.71774	H3K4me3_WT_1_peak_1991
chrVIII	483260	485297	2038	484988	267.00	63.65121	3.43483	62.06234	H3K4me3_WT_1_peak_1992
chrVIII	486314	488367	2054	488040	330.00	113.14883	4.72742	108.29848	H3K4me3_WT_1_peak_1993
chrVIII	488552	489359	808	488725	185.00	26.20368	2.43393	25.36393	H3K4me3_WT_1_peak_1994
chrVIII	490495	491242	748	490750	252.00	59.83615	3.41833	58.35849	H3K4me3_WT_1_peak_1995
chrVIII	491814	492529	716	492127	269.00	56.58724	3.13779	55.19604	H3K4me3_WT_1_peak_1996
chrVIII	493849	494446	598	494073	221.00	31.15915	2.44327	30.25491	H3K4me3_WT_1_peak_1997
chrVIII	496642	497353	712	497124	273.00	71.24330	3.68848	69.38448	H3K4me3_WT_1_peak_1998
chrVIII	498053	499804	1752	499233	314.00	98.71281	4.34746	95.28976	H3K4me3_WT_1_peak_1999
chrVIII	500504	501602	1099	501021	296.00	77.50684	3.70738	75.38877	H3K4me3_WT_1_peak_2000
chrVIII	504572	505697	1126	505361	282.00	64.08057	3.31983	62.47808	H3K4me3_WT_1_peak_2001
chrVIII	506082	506957	876	506381	255.00	49.70142	2.97509	48.47315	H3K4me3_WT_1_peak_2002
chrVIII	508852	509610	759	509104	265.00	62.56852	3.40919	61.01261	H3K4me3_WT_1_peak_2003
chrVIII	512389	513157	769	512786	268.00	72.57510	3.79926	70.66184	H3K4me3_WT_1_peak_2004
chrVIII	516038	518251	2214	517688	312.00	94.71138	4.21075	91.60236	H3K4me3_WT_1_peak_2005
chrVIII	522999	523549	551	523191	198.00	27.73779	2.42576	26.87881	H3K4me3_WT_1_peak_2006
chrX	27957	28808	852	28230	186.00	24.59659	2.34839	23.77692	H3K4me3_WT_1_peak_2007
chrX	35490	36487	998	35968	219.00	47.96572	3.20677	46.77485	H3K4me3_WT_1_peak_2008
chrX	36751	37385	635	37057	186.00	26.08554	2.42159	25.24754	H3K4me3_WT_1_peak_2009
chrX	37818	38545	728	38093	304.00	97.73273	4.43434	94.38634	H3K4me3_WT_1_peak_2010
chrX	40685	41303	619	41124	228.00	43.08044	2.90511	41.98593	H3K4me3_WT_1_peak_2011
chrX	46961	47501	541	47273	263.00	59.00402	3.28230	57.54909	H3K4me3_WT_1_peak_2012
chrX	49513	50338	826	49776	211.00	34.52374	2.65166	33.57122	H3K4me3_WT_1_peak_2013
chrX	52827	53891	1065	53454	293.00	64.16292	3.23569	62.55759	H3K4me3_WT_1_peak_2014
chrX	54297	55083	787	54609	252.00	51.10913	3.05414	49.85011	H3K4me3_WT_1_peak_2015
chrX	58280	58907	628	58545	224.00	46.16832	3.07604	45.01397	H3K4me3_WT_1_peak_2016
chrX	59910	60128	219	60037	122.00	7.97529	1.71736	7.34963	H3K4me3_WT_1_peak_2017
chrX	60714	61371	658	60945	233.00	52.46274	3.27818	51.17246	H3K4me3_WT_1_peak_2018
chrX	63673	64396	724	63917	293.00	77.70892	3.74495	75.58152	H3K4me3_WT_1_peak_2019
chrX	67894	68831	938	68431	207.00	37.06052	2.79820	36.06900	H3K4me3_WT_1_peak_2020
chrX	69228	69848	621	69469	253.00	61.79833	3.49319	60.26601	H3K4me3_WT_1_peak_2021
chrX	71283	71896	614	71551	258.00	51.14973	3.00996	49.88951	H3K4me3_WT_1_peak_2022
chrX	72845	73565	721	73302	273.00	70.42632	3.65453	68.59977	H3K4me3_WT_1_peak_2023
chrX	73654	74653	1000	73889	243.00	51.09868	3.12723	49.83989	H3K4me3_WT_1_peak_2024
chrX	74773	75434	662	75123	296.00	85.21665	4.01283	82.70216	H3K4me3_WT_1_peak_2025
chrX	75840	76532	693	76198	295.00	88.52435	4.16079	85.81576	H3K4me3_WT_1_peak_2026
chrX	78931	79420	490	79274	159.00	17.15655	2.11592	16.42396	H3K4me3_WT_1_peak_2027
chrX	79657	80724	1068	80371	236.00	54.15733	3.32545	52.82703	H3K4me3_WT_1_peak_2028
chrX	82208	82443	236	82369	108.00	4.46645	1.48756	3.88832	H3K4me3_WT_1_peak_2029
chrX	83351	84550	1200	84270	294.00	75.03746	3.63150	73.02629	H3K4me3_WT_1_peak_2030
chrX	85593	86073	481	85737	178.00	14.09677	1.87090	13.39947	H3K4me3_WT_1_peak_2031
chrX	88061	89103	1043	88461	260.00	58.24624	3.27770	56.81137	H3K4me3_WT_1_peak_2032
chrX	89374	90202	829	89962	262.00	63.01662	3.45604	61.44704	H3K4me3_WT_1_peak_2033
chrX	90613	91621	1009	90962	306.00	87.68326	4.00049	85.02396	H3K4me3_WT_1_peak_2034
chrX	94049	95811	1763	94424	309.00	87.17823	3.94876	84.54906	H3K4me3_WT_1_peak_2035
chrX	96232	96587	356	96430	200.00	33.41923	2.67973	32.48341	H3K4me3_WT_1_peak_2036
chrX	97627	98219	593	97922	227.00	45.91619	3.03839	44.76723	H3K4me3_WT_1_peak_2037
chrX	100404	101019	616	100759	272.00	68.92480	3.60264	67.15515	H3K4me3_WT_1_peak_2038
chrX	101429	101736	308	101566	131.00	8.14583	1.69527	7.51823	H3K4me3_WT_1_peak_2039
chrX	103879	105663	1785	105231	295.00	66.82089	3.31627	65.12515	H3K4me3_WT_1_peak_2040
chrX	106279	106724	446	106477	247.00	48.81357	2.99959	47.60514	H3K4me3_WT_1_peak_2041
chrX	108938	110093	1156	109335	278.00	72.52669	3.68963	70.61653	H3K4me3_WT_1_peak_2042
chrX	110831	111439	609	111142	241.00	51.92690	3.18008	50.64874	H3K4me3_WT_1_peak_2043
chrX	114963	115686	724	115322	193.00	30.21488	2.57649	29.32336	H3K4me3_WT_1_peak_2044
chrX	116134	116678	545	116414	187.00	25.96959	2.40951	25.13302	H3K4me3_WT_1_peak_2045
chrX	117254	117635	382	117566	144.00	8.17510	1.65426	7.54717	H3K4me3_WT_1_peak_2046
chrX	117858	118239	382	118055	160.00	17.00977	2.10237	16.27880	H3K4me3_WT_1_peak_2047
chrX	122326	123102	777	122728	261.00	71.92544	3.85154	70.03930	H3K4me3_WT_1_peak_2048
chrX	125860	126453	594	126144	188.00	32.68613	2.73825	31.76066	H3K4me3_WT_1_peak_2049
chrX	126745	127109	365	126926	148.00	13.63748	1.97045	12.94571	H3K4me3_WT_1_peak_2050
chrX	128438	129073	636	128733	271.00	63.92202	3.40897	62.32382	H3K4me3_WT_1_peak_2051
